block;num_tones;prob;style;running_no;file_name;difficulty
9;5;60;A;3;block_09_tc5_p60_styleA_03;medium
9;5;60;A;4;block_09_tc5_p60_styleA_04;medium
9;5;60;A;5;block_09_tc5_p60_styleA_05;medium
9;5;60;A;6;block_09_tc5_p60_styleA_06;medium
9;5;60;A;7;block_09_tc5_p60_styleA_07;medium
9;5;60;A;8;block_09_tc5_p60_styleA_08;medium
9;5;60;A;9;block_09_tc5_p60_styleA_09;medium
9;5;60;A;10;block_09_tc5_p60_styleA_10;medium
9;5;60;A;11;block_09_tc5_p60_styleA_11;medium
9;5;60;A;12;block_09_tc5_p60_styleA_12;medium
9;5;60;A;13;block_09_tc5_p60_styleA_13;medium
9;5;60;A;14;block_09_tc5_p60_styleA_14;medium
9;5;60;A;15;block_09_tc5_p60_styleA_15;medium
9;5;60;A;16;block_09_tc5_p60_styleA_16;medium
9;5;60;A;17;block_09_tc5_p60_styleA_17;medium
9;5;60;A;18;block_09_tc5_p60_styleA_18;medium
9;5;60;A;19;block_09_tc5_p60_styleA_19;medium
9;5;60;A;20;block_09_tc5_p60_styleA_20;medium
9;5;60;A;21;block_09_tc5_p60_styleA_21;medium
9;5;60;A;22;block_09_tc5_p60_styleA_22;medium
9;5;60;A;23;block_09_tc5_p60_styleA_23;medium
9;5;60;A;24;block_09_tc5_p60_styleA_24;medium
9;5;60;A;25;block_09_tc5_p60_styleA_25;medium
9;5;60;B;1;block_09_tc5_p60_styleB_01;medium
9;5;60;B;2;block_09_tc5_p60_styleB_02;medium
9;5;60;B;3;block_09_tc5_p60_styleB_03;medium
9;5;60;B;4;block_09_tc5_p60_styleB_04;medium
9;5;60;B;5;block_09_tc5_p60_styleB_05;medium
9;5;60;B;6;block_09_tc5_p60_styleB_06;medium
9;5;60;B;7;block_09_tc5_p60_styleB_07;medium
9;5;60;B;8;block_09_tc5_p60_styleB_08;medium
9;5;60;B;9;block_09_tc5_p60_styleB_09;medium
9;5;60;B;10;block_09_tc5_p60_styleB_10;medium
9;5;60;B;11;block_09_tc5_p60_styleB_11;medium
9;5;60;B;12;block_09_tc5_p60_styleB_12;medium
9;5;60;B;13;block_09_tc5_p60_styleB_13;medium
9;5;60;B;14;block_09_tc5_p60_styleB_14;medium
9;5;60;B;15;block_09_tc5_p60_styleB_15;medium
9;5;60;B;16;block_09_tc5_p60_styleB_16;medium
9;5;60;B;17;block_09_tc5_p60_styleB_17;medium
9;5;60;B;18;block_09_tc5_p60_styleB_18;medium
9;5;60;B;19;block_09_tc5_p60_styleB_19;medium
9;5;60;B;20;block_09_tc5_p60_styleB_20;medium
9;5;60;B;21;block_09_tc5_p60_styleB_21;medium
9;5;60;B;22;block_09_tc5_p60_styleB_22;medium
9;5;60;B;23;block_09_tc5_p60_styleB_23;medium
9;5;60;B;24;block_09_tc5_p60_styleB_24;medium
9;5;60;B;25;block_09_tc5_p60_styleB_25;medium
10;5;70;A;1;block_10_tc5_p70_styleA_01;medium
10;5;70;A;2;block_10_tc5_p70_styleA_02;medium
10;5;70;A;3;block_10_tc5_p70_styleA_03;medium
10;5;70;A;4;block_10_tc5_p70_styleA_04;medium
10;5;70;A;5;block_10_tc5_p70_styleA_05;medium
10;5;70;A;6;block_10_tc5_p70_styleA_06;medium
10;5;70;A;7;block_10_tc5_p70_styleA_07;medium
10;5;70;A;8;block_10_tc5_p70_styleA_08;medium
10;5;70;A;9;block_10_tc5_p70_styleA_09;medium
10;5;70;A;10;block_10_tc5_p70_styleA_10;medium
10;5;70;A;11;block_10_tc5_p70_styleA_11;medium
10;5;70;A;12;block_10_tc5_p70_styleA_12;medium
10;5;70;A;13;block_10_tc5_p70_styleA_13;medium
10;5;70;A;14;block_10_tc5_p70_styleA_14;medium
10;5;70;A;15;block_10_tc5_p70_styleA_15;medium
10;5;70;A;16;block_10_tc5_p70_styleA_16;medium
10;5;70;A;17;block_10_tc5_p70_styleA_17;medium
10;5;70;A;18;block_10_tc5_p70_styleA_18;medium
10;5;70;A;19;block_10_tc5_p70_styleA_19;medium
10;5;70;A;20;block_10_tc5_p70_styleA_20;medium
10;5;70;A;21;block_10_tc5_p70_styleA_21;medium
10;5;70;A;22;block_10_tc5_p70_styleA_22;medium
10;5;70;A;23;block_10_tc5_p70_styleA_23;medium
10;5;70;A;24;block_10_tc5_p70_styleA_24;medium
10;5;70;A;25;block_10_tc5_p70_styleA_25;medium
10;5;70;B;1;block_10_tc5_p70_styleB_01;medium
10;5;70;B;2;block_10_tc5_p70_styleB_02;medium
10;5;70;B;3;block_10_tc5_p70_styleB_03;medium
10;5;70;B;4;block_10_tc5_p70_styleB_04;medium
10;5;70;B;5;block_10_tc5_p70_styleB_05;medium
10;5;70;B;6;block_10_tc5_p70_styleB_06;medium
10;5;70;B;7;block_10_tc5_p70_styleB_07;medium
10;5;70;B;8;block_10_tc5_p70_styleB_08;medium
10;5;70;B;9;block_10_tc5_p70_styleB_09;medium
10;5;70;B;10;block_10_tc5_p70_styleB_10;medium
10;5;70;B;11;block_10_tc5_p70_styleB_11;medium
10;5;70;B;12;block_10_tc5_p70_styleB_12;medium
10;5;70;B;13;block_10_tc5_p70_styleB_13;medium
10;5;70;B;14;block_10_tc5_p70_styleB_14;medium
10;5;70;B;15;block_10_tc5_p70_styleB_15;medium
10;5;70;B;16;block_10_tc5_p70_styleB_16;medium
10;5;70;B;17;block_10_tc5_p70_styleB_17;medium
10;5;70;B;18;block_10_tc5_p70_styleB_18;medium
10;5;70;B;19;block_10_tc5_p70_styleB_19;medium
10;5;70;B;20;block_10_tc5_p70_styleB_20;medium
10;5;70;B;21;block_10_tc5_p70_styleB_21;medium
10;5;70;B;22;block_10_tc5_p70_styleB_22;medium
10;5;70;B;23;block_10_tc5_p70_styleB_23;medium
10;5;70;B;24;block_10_tc5_p70_styleB_24;medium
10;5;70;B;25;block_10_tc5_p70_styleB_25;medium
11;5;80;A;1;block_11_tc5_p80_styleA_01;hard
11;5;80;A;2;block_11_tc5_p80_styleA_02;hard
11;5;80;A;3;block_11_tc5_p80_styleA_03;hard
11;5;80;A;4;block_11_tc5_p80_styleA_04;hard
11;5;80;A;5;block_11_tc5_p80_styleA_05;hard
11;5;80;A;6;block_11_tc5_p80_styleA_06;hard
11;5;80;A;7;block_11_tc5_p80_styleA_07;hard
11;5;80;A;8;block_11_tc5_p80_styleA_08;hard
11;5;80;A;9;block_11_tc5_p80_styleA_09;hard
11;5;80;A;10;block_11_tc5_p80_styleA_10;hard
11;5;80;A;11;block_11_tc5_p80_styleA_11;hard
11;5;80;A;12;block_11_tc5_p80_styleA_12;hard
11;5;80;A;13;block_11_tc5_p80_styleA_13;hard
11;5;80;A;14;block_11_tc5_p80_styleA_14;hard
11;5;80;A;15;block_11_tc5_p80_styleA_15;hard
11;5;80;A;16;block_11_tc5_p80_styleA_16;hard
11;5;80;A;17;block_11_tc5_p80_styleA_17;hard
11;5;80;A;18;block_11_tc5_p80_styleA_18;hard
11;5;80;A;19;block_11_tc5_p80_styleA_19;hard
11;5;80;A;20;block_11_tc5_p80_styleA_20;hard
11;5;80;A;21;block_11_tc5_p80_styleA_21;hard
11;5;80;A;22;block_11_tc5_p80_styleA_22;hard
11;5;80;A;23;block_11_tc5_p80_styleA_23;hard
11;5;80;A;24;block_11_tc5_p80_styleA_24;hard
11;5;80;A;25;block_11_tc5_p80_styleA_25;hard
11;5;80;B;1;block_11_tc5_p80_styleB_01;hard
11;5;80;B;2;block_11_tc5_p80_styleB_02;hard
11;5;80;B;3;block_11_tc5_p80_styleB_03;hard
11;5;80;B;4;block_11_tc5_p80_styleB_04;hard
11;5;80;B;5;block_11_tc5_p80_styleB_05;hard
11;5;80;B;6;block_11_tc5_p80_styleB_06;hard
11;5;80;B;7;block_11_tc5_p80_styleB_07;hard
11;5;80;B;8;block_11_tc5_p80_styleB_08;hard
11;5;80;B;9;block_11_tc5_p80_styleB_09;hard
11;5;80;B;10;block_11_tc5_p80_styleB_10;hard
11;5;80;B;11;block_11_tc5_p80_styleB_11;hard
11;5;80;B;12;block_11_tc5_p80_styleB_12;hard
11;5;80;B;13;block_11_tc5_p80_styleB_13;hard
11;5;80;B;14;block_11_tc5_p80_styleB_14;hard
11;5;80;B;15;block_11_tc5_p80_styleB_15;hard
11;5;80;B;16;block_11_tc5_p80_styleB_16;hard
11;5;80;B;17;block_11_tc5_p80_styleB_17;hard
11;5;80;B;18;block_11_tc5_p80_styleB_18;hard
11;5;80;B;19;block_11_tc5_p80_styleB_19;hard
11;5;80;B;20;block_11_tc5_p80_styleB_20;hard
11;5;80;B;21;block_11_tc5_p80_styleB_21;hard
11;5;80;B;22;block_11_tc5_p80_styleB_22;hard
11;5;80;B;23;block_11_tc5_p80_styleB_23;hard
11;5;80;B;24;block_11_tc5_p80_styleB_24;hard
11;5;80;B;25;block_11_tc5_p80_styleB_25;hard
12;5;90;A;1;block_12_tc5_p90_styleA_01;hard
12;5;90;A;2;block_12_tc5_p90_styleA_02;hard
12;5;90;A;3;block_12_tc5_p90_styleA_03;hard
12;5;90;A;4;block_12_tc5_p90_styleA_04;hard
12;5;90;A;5;block_12_tc5_p90_styleA_05;hard
12;5;90;A;6;block_12_tc5_p90_styleA_06;hard
12;5;90;A;7;block_12_tc5_p90_styleA_07;hard
12;5;90;A;8;block_12_tc5_p90_styleA_08;hard
12;5;90;A;9;block_12_tc5_p90_styleA_09;hard
12;5;90;A;10;block_12_tc5_p90_styleA_10;hard
12;5;90;A;11;block_12_tc5_p90_styleA_11;hard
12;5;90;A;12;block_12_tc5_p90_styleA_12;hard
12;5;90;A;13;block_12_tc5_p90_styleA_13;hard
12;5;90;A;14;block_12_tc5_p90_styleA_14;hard
12;5;90;A;15;block_12_tc5_p90_styleA_15;hard
12;5;90;A;16;block_12_tc5_p90_styleA_16;hard
12;5;90;A;17;block_12_tc5_p90_styleA_17;hard
12;5;90;A;18;block_12_tc5_p90_styleA_18;hard
12;5;90;A;19;block_12_tc5_p90_styleA_19;hard
12;5;90;A;20;block_12_tc5_p90_styleA_20;hard
12;5;90;A;21;block_12_tc5_p90_styleA_21;hard
12;5;90;A;22;block_12_tc5_p90_styleA_22;hard
12;5;90;A;23;block_12_tc5_p90_styleA_23;hard
12;5;90;A;24;block_12_tc5_p90_styleA_24;hard
12;5;90;A;25;block_12_tc5_p90_styleA_25;hard
12;5;90;B;1;block_12_tc5_p90_styleB_01;hard
12;5;90;B;2;block_12_tc5_p90_styleB_02;hard
12;5;90;B;3;block_12_tc5_p90_styleB_03;hard
12;5;90;B;4;block_12_tc5_p90_styleB_04;hard
12;5;90;B;5;block_12_tc5_p90_styleB_05;hard
12;5;90;B;6;block_12_tc5_p90_styleB_06;hard
12;5;90;B;7;block_12_tc5_p90_styleB_07;hard
12;5;90;B;8;block_12_tc5_p90_styleB_08;hard
12;5;90;B;9;block_12_tc5_p90_styleB_09;hard
12;5;90;B;10;block_12_tc5_p90_styleB_10;hard
12;5;90;B;11;block_12_tc5_p90_styleB_11;hard
12;5;90;B;12;block_12_tc5_p90_styleB_12;hard
12;5;90;B;13;block_12_tc5_p90_styleB_13;hard
12;5;90;B;14;block_12_tc5_p90_styleB_14;hard
12;5;90;B;15;block_12_tc5_p90_styleB_15;hard
12;5;90;B;16;block_12_tc5_p90_styleB_16;hard
12;5;90;B;17;block_12_tc5_p90_styleB_17;hard
12;5;90;B;18;block_12_tc5_p90_styleB_18;hard
12;5;90;B;19;block_12_tc5_p90_styleB_19;hard
12;5;90;B;20;block_12_tc5_p90_styleB_20;hard
12;5;90;B;21;block_12_tc5_p90_styleB_21;hard
12;5;90;B;22;block_12_tc5_p90_styleB_22;hard
12;5;90;B;23;block_12_tc5_p90_styleB_23;hard
12;5;90;B;24;block_12_tc5_p90_styleB_24;hard
12;5;90;B;25;block_12_tc5_p90_styleB_25;hard
13;6;60;A;1;block_13_tc6_p60_styleA_01;hard
13;6;60;A;2;block_13_tc6_p60_styleA_02;hard
13;6;60;A;3;block_13_tc6_p60_styleA_03;hard
13;6;60;A;4;block_13_tc6_p60_styleA_04;hard
13;6;60;A;5;block_13_tc6_p60_styleA_05;hard
13;6;60;A;6;block_13_tc6_p60_styleA_06;hard
13;6;60;A;7;block_13_tc6_p60_styleA_07;hard
13;6;60;A;8;block_13_tc6_p60_styleA_08;hard
13;6;60;A;9;block_13_tc6_p60_styleA_09;hard
13;6;60;A;10;block_13_tc6_p60_styleA_10;hard
13;6;60;A;11;block_13_tc6_p60_styleA_11;hard
13;6;60;A;12;block_13_tc6_p60_styleA_12;hard
13;6;60;A;13;block_13_tc6_p60_styleA_13;hard
13;6;60;A;14;block_13_tc6_p60_styleA_14;hard
13;6;60;A;15;block_13_tc6_p60_styleA_15;hard
13;6;60;A;16;block_13_tc6_p60_styleA_16;hard
13;6;60;A;17;block_13_tc6_p60_styleA_17;hard
13;6;60;A;18;block_13_tc6_p60_styleA_18;hard
13;6;60;A;19;block_13_tc6_p60_styleA_19;hard
13;6;60;A;20;block_13_tc6_p60_styleA_20;hard
13;6;60;A;21;block_13_tc6_p60_styleA_21;hard
13;6;60;A;22;block_13_tc6_p60_styleA_22;hard
13;6;60;A;23;block_13_tc6_p60_styleA_23;hard
13;6;60;A;24;block_13_tc6_p60_styleA_24;hard
13;6;60;A;25;block_13_tc6_p60_styleA_25;hard
13;6;60;B;1;block_13_tc6_p60_styleB_01;hard
13;6;60;B;2;block_13_tc6_p60_styleB_02;hard
13;6;60;B;3;block_13_tc6_p60_styleB_03;hard
13;6;60;B;4;block_13_tc6_p60_styleB_04;hard
13;6;60;B;5;block_13_tc6_p60_styleB_05;hard
13;6;60;B;6;block_13_tc6_p60_styleB_06;hard
13;6;60;B;7;block_13_tc6_p60_styleB_07;hard
13;6;60;B;8;block_13_tc6_p60_styleB_08;hard
13;6;60;B;9;block_13_tc6_p60_styleB_09;hard
13;6;60;B;10;block_13_tc6_p60_styleB_10;hard
13;6;60;B;11;block_13_tc6_p60_styleB_11;hard
13;6;60;B;12;block_13_tc6_p60_styleB_12;hard
13;6;60;B;13;block_13_tc6_p60_styleB_13;hard
13;6;60;B;14;block_13_tc6_p60_styleB_14;hard
13;6;60;B;15;block_13_tc6_p60_styleB_15;hard
13;6;60;B;16;block_13_tc6_p60_styleB_16;hard
13;6;60;B;17;block_13_tc6_p60_styleB_17;hard
13;6;60;B;18;block_13_tc6_p60_styleB_18;hard
13;6;60;B;19;block_13_tc6_p60_styleB_19;hard
13;6;60;B;20;block_13_tc6_p60_styleB_20;hard
13;6;60;B;21;block_13_tc6_p60_styleB_21;hard
13;6;60;B;22;block_13_tc6_p60_styleB_22;hard
13;6;60;B;23;block_13_tc6_p60_styleB_23;hard
13;6;60;B;24;block_13_tc6_p60_styleB_24;hard
13;6;60;B;25;block_13_tc6_p60_styleB_25;hard
14;6;70;A;1;block_14_tc6_p70_styleA_01;hard
14;6;70;A;2;block_14_tc6_p70_styleA_02;hard
14;6;70;A;3;block_14_tc6_p70_styleA_03;hard
14;6;70;A;4;block_14_tc6_p70_styleA_04;hard
14;6;70;A;5;block_14_tc6_p70_styleA_05;hard
14;6;70;A;6;block_14_tc6_p70_styleA_06;hard
14;6;70;A;7;block_14_tc6_p70_styleA_07;hard
14;6;70;A;8;block_14_tc6_p70_styleA_08;hard
14;6;70;A;9;block_14_tc6_p70_styleA_09;hard
14;6;70;A;10;block_14_tc6_p70_styleA_10;hard
14;6;70;A;11;block_14_tc6_p70_styleA_11;hard
14;6;70;A;12;block_14_tc6_p70_styleA_12;hard
14;6;70;A;13;block_14_tc6_p70_styleA_13;hard
14;6;70;A;14;block_14_tc6_p70_styleA_14;hard
14;6;70;A;15;block_14_tc6_p70_styleA_15;hard
14;6;70;A;16;block_14_tc6_p70_styleA_16;hard
14;6;70;A;17;block_14_tc6_p70_styleA_17;hard
14;6;70;A;18;block_14_tc6_p70_styleA_18;hard
14;6;70;A;19;block_14_tc6_p70_styleA_19;hard
14;6;70;A;20;block_14_tc6_p70_styleA_20;hard
14;6;70;A;21;block_14_tc6_p70_styleA_21;hard
14;6;70;A;22;block_14_tc6_p70_styleA_22;hard
14;6;70;A;23;block_14_tc6_p70_styleA_23;hard
14;6;70;A;24;block_14_tc6_p70_styleA_24;hard
14;6;70;A;25;block_14_tc6_p70_styleA_25;hard
14;6;70;B;1;block_14_tc6_p70_styleB_01;hard
14;6;70;B;2;block_14_tc6_p70_styleB_02;hard
14;6;70;B;3;block_14_tc6_p70_styleB_03;hard
14;6;70;B;4;block_14_tc6_p70_styleB_04;hard
14;6;70;B;5;block_14_tc6_p70_styleB_05;hard
14;6;70;B;6;block_14_tc6_p70_styleB_06;hard
14;6;70;B;7;block_14_tc6_p70_styleB_07;hard
14;6;70;B;8;block_14_tc6_p70_styleB_08;hard
14;6;70;B;9;block_14_tc6_p70_styleB_09;hard
14;6;70;B;10;block_14_tc6_p70_styleB_10;hard
14;6;70;B;11;block_14_tc6_p70_styleB_11;hard
14;6;70;B;12;block_14_tc6_p70_styleB_12;hard
14;6;70;B;13;block_14_tc6_p70_styleB_13;hard
14;6;70;B;14;block_14_tc6_p70_styleB_14;hard
14;6;70;B;15;block_14_tc6_p70_styleB_15;hard
14;6;70;B;16;block_14_tc6_p70_styleB_16;hard
14;6;70;B;17;block_14_tc6_p70_styleB_17;hard
14;6;70;B;18;block_14_tc6_p70_styleB_18;hard
14;6;70;B;19;block_14_tc6_p70_styleB_19;hard
14;6;70;B;20;block_14_tc6_p70_styleB_20;hard
14;6;70;B;21;block_14_tc6_p70_styleB_21;hard
14;6;70;B;22;block_14_tc6_p70_styleB_22;hard
14;6;70;B;23;block_14_tc6_p70_styleB_23;hard
14;6;70;B;24;block_14_tc6_p70_styleB_24;hard
14;6;70;B;25;block_14_tc6_p70_styleB_25;hard
15;6;80;A;1;block_15_tc6_p80_styleA_01;hard
15;6;80;A;2;block_15_tc6_p80_styleA_02;hard
15;6;80;A;3;block_15_tc6_p80_styleA_03;hard
15;6;80;A;4;block_15_tc6_p80_styleA_04;hard
15;6;80;A;5;block_15_tc6_p80_styleA_05;hard
15;6;80;A;6;block_15_tc6_p80_styleA_06;hard
15;6;80;A;7;block_15_tc6_p80_styleA_07;hard
15;6;80;A;8;block_15_tc6_p80_styleA_08;hard
15;6;80;A;9;block_15_tc6_p80_styleA_09;hard
15;6;80;A;10;block_15_tc6_p80_styleA_10;hard
15;6;80;A;11;block_15_tc6_p80_styleA_11;hard
15;6;80;A;12;block_15_tc6_p80_styleA_12;hard
15;6;80;A;13;block_15_tc6_p80_styleA_13;hard
15;6;80;A;14;block_15_tc6_p80_styleA_14;hard
15;6;80;A;15;block_15_tc6_p80_styleA_15;hard
15;6;80;A;16;block_15_tc6_p80_styleA_16;hard
15;6;80;A;17;block_15_tc6_p80_styleA_17;hard
15;6;80;A;18;block_15_tc6_p80_styleA_18;hard
15;6;80;A;19;block_15_tc6_p80_styleA_19;hard
15;6;80;A;20;block_15_tc6_p80_styleA_20;hard
15;6;80;A;21;block_15_tc6_p80_styleA_21;hard
15;6;80;A;22;block_15_tc6_p80_styleA_22;hard
15;6;80;A;23;block_15_tc6_p80_styleA_23;hard
15;6;80;A;24;block_15_tc6_p80_styleA_24;hard
15;6;80;A;25;block_15_tc6_p80_styleA_25;hard
15;6;80;B;1;block_15_tc6_p80_styleB_01;hard
15;6;80;B;2;block_15_tc6_p80_styleB_02;hard
15;6;80;B;3;block_15_tc6_p80_styleB_03;hard
15;6;80;B;4;block_15_tc6_p80_styleB_04;hard
15;6;80;B;5;block_15_tc6_p80_styleB_05;hard
15;6;80;B;6;block_15_tc6_p80_styleB_06;hard
15;6;80;B;7;block_15_tc6_p80_styleB_07;hard
15;6;80;B;8;block_15_tc6_p80_styleB_08;hard
15;6;80;B;9;block_15_tc6_p80_styleB_09;hard
15;6;80;B;10;block_15_tc6_p80_styleB_10;hard
15;6;80;B;11;block_15_tc6_p80_styleB_11;hard
15;6;80;B;12;block_15_tc6_p80_styleB_12;hard
15;6;80;B;13;block_15_tc6_p80_styleB_13;hard
15;6;80;B;14;block_15_tc6_p80_styleB_14;hard
15;6;80;B;15;block_15_tc6_p80_styleB_15;hard
15;6;80;B;16;block_15_tc6_p80_styleB_16;hard
15;6;80;B;17;block_15_tc6_p80_styleB_17;hard
15;6;80;B;18;block_15_tc6_p80_styleB_18;hard
15;6;80;B;19;block_15_tc6_p80_styleB_19;hard
15;6;80;B;20;block_15_tc6_p80_styleB_20;hard
15;6;80;B;21;block_15_tc6_p80_styleB_21;hard
15;6;80;B;22;block_15_tc6_p80_styleB_22;hard
15;6;80;B;23;block_15_tc6_p80_styleB_23;hard
15;6;80;B;24;block_15_tc6_p80_styleB_24;hard
15;6;80;B;25;block_15_tc6_p80_styleB_25;hard
16;6;90;A;1;block_16_tc6_p90_styleA_01;hard
16;6;90;A;2;block_16_tc6_p90_styleA_02;hard
16;6;90;A;3;block_16_tc6_p90_styleA_03;hard
16;6;90;A;4;block_16_tc6_p90_styleA_04;hard
16;6;90;A;5;block_16_tc6_p90_styleA_05;hard
16;6;90;A;6;block_16_tc6_p90_styleA_06;hard
16;6;90;A;7;block_16_tc6_p90_styleA_07;hard
16;6;90;A;8;block_16_tc6_p90_styleA_08;hard
16;6;90;A;9;block_16_tc6_p90_styleA_09;hard
16;6;90;A;10;block_16_tc6_p90_styleA_10;hard
16;6;90;A;11;block_16_tc6_p90_styleA_11;hard
16;6;90;A;12;block_16_tc6_p90_styleA_12;hard
16;6;90;A;13;block_16_tc6_p90_styleA_13;hard
16;6;90;A;14;block_16_tc6_p90_styleA_14;hard
16;6;90;A;15;block_16_tc6_p90_styleA_15;hard
16;6;90;A;16;block_16_tc6_p90_styleA_16;hard
16;6;90;A;17;block_16_tc6_p90_styleA_17;hard
16;6;90;A;18;block_16_tc6_p90_styleA_18;hard
16;6;90;A;19;block_16_tc6_p90_styleA_19;hard
16;6;90;A;20;block_16_tc6_p90_styleA_20;hard
16;6;90;A;21;block_16_tc6_p90_styleA_21;hard
16;6;90;A;22;block_16_tc6_p90_styleA_22;hard
16;6;90;A;23;block_16_tc6_p90_styleA_23;hard
16;6;90;A;24;block_16_tc6_p90_styleA_24;hard
16;6;90;A;25;block_16_tc6_p90_styleA_25;hard
16;6;90;B;1;block_16_tc6_p90_styleB_01;hard
16;6;90;B;2;block_16_tc6_p90_styleB_02;hard
16;6;90;B;3;block_16_tc6_p90_styleB_03;hard
16;6;90;B;4;block_16_tc6_p90_styleB_04;hard
16;6;90;B;5;block_16_tc6_p90_styleB_05;hard
16;6;90;B;6;block_16_tc6_p90_styleB_06;hard
16;6;90;B;7;block_16_tc6_p90_styleB_07;hard
16;6;90;B;8;block_16_tc6_p90_styleB_08;hard
16;6;90;B;9;block_16_tc6_p90_styleB_09;hard
16;6;90;B;10;block_16_tc6_p90_styleB_10;hard
16;6;90;B;11;block_16_tc6_p90_styleB_11;hard
16;6;90;B;12;block_16_tc6_p90_styleB_12;hard
16;6;90;B;13;block_16_tc6_p90_styleB_13;hard
16;6;90;B;14;block_16_tc6_p90_styleB_14;hard
16;6;90;B;15;block_16_tc6_p90_styleB_15;hard
16;6;90;B;16;block_16_tc6_p90_styleB_16;hard
16;6;90;B;17;block_16_tc6_p90_styleB_17;hard
16;6;90;B;18;block_16_tc6_p90_styleB_18;hard
16;6;90;B;19;block_16_tc6_p90_styleB_19;hard
16;6;90;B;20;block_16_tc6_p90_styleB_20;hard
16;6;90;B;21;block_16_tc6_p90_styleB_21;hard
16;6;90;B;22;block_16_tc6_p90_styleB_22;hard
16;6;90;B;23;block_16_tc6_p90_styleB_23;hard
16;6;90;B;24;block_16_tc6_p90_styleB_24;hard
16;6;90;B;25;block_16_tc6_p90_styleB_25;hard
